key,table,entry_id,field,index,english,korean
     [color=#ffff50]+1[/color] 공격 범위

[color=#ff8030]명중[/color] 시, [color=#ff8080]만약[/color] [color=#ffff50]맨손[/color]이라면:

     대상에게 [color=#ffaf30]염력[/color] 피해 적용
     대상에게 [color=#af8f50]참격[/color] 피해 적용

[color=#a0a0a0]피해 = 50 * 스킬 레벨[/color]"
Table_Traits|Psiblade|Element|,Table_Traits,Psiblade,Element,,Psychic,염력
Table_Traits|MindKnight|Name|,Table_Traits,MindKnight,Name,,[color=#ffaf30]Mindfighter[/color],[color=#ffaf30]정신 전사[/color]
Table_Traits|MindKnight|Description|,Table_Traits,MindKnight,Description,,"Per [color=#ffff50]skill level[/color]: 
    
     [color=#50ffff]+10 Dodge[/color]
     [color=#5050ff]+10 Armor[/color]
     [color=#5050ff]+15 Block[/color]
     [color=#c0c0c0]+3% chance to block[/color]

On [color=#ff8030]adjacent attack[/color], [color=#ff8080]if[/color] [color=#ffff50]two-handing[/color]:
    
     apply [color=#ffaf30]Repulsion[/color] to yourself
     deal [color=#ffaf30]Psychic[/color] damage in a line starting from the target

[color=#a0a0a0]Repulsion applied = skill level

Damage = 50 * skill level[/color]","[color=#ffff50]스킬 레벨[/color]당: 
    
     [color=#50ffff]+10 회피[/color]
     [color=#5050ff]+10 방어[/color]
     [color=#5050ff]+15 막기[/color]
     [color=#c0c0c0]+3% 막기 확률[/color]

[color=#ff8030]인접 공격[/color] 시, [color=#ff8080]만약[/color] [color=#ffff50]양손 장비[/color]라면:
    
     자신에게 [color=#ffaf30]반발[/color] 적용
     대상에서 시작하는 직선으로 [color=#ffaf30]염력[/color] 피해 적용

[color=#a0a0a0]반발 적용량 = 스킬 레벨

피해 = 50 * 스킬 레벨[/color]"
Table_Traits|MindKnight|Element|,Table_Traits,MindKnight,Element,,Psychic,염력
Table_Traits|MasterRepulsion|Name|,Table_Traits,MasterRepulsion,Name,,[color=#ffaf30]Master Repulsion[/color],[color=#ffaf30]반발 완성[/color]
Table_Traits|MasterRepulsion|Description|,Table_Traits,MasterRepulsion,Description,,"Per [color=#ffff50]skill level[/color]:  

     [color=#ffff50]+1 stacks[/color] of any [color=#ffaf30]Repulsion[/color] applied by you

On [color=#ffff50]game turn[/color], [color=#ff5050]if[/color] enemies live:

     apply [color=#ffaf30]Repulsion[/color] to yourself

[color=#a0a0a0]Repulsion applied = 5% of Repulsion on self * skill level[/color]

Gain [color=#5050ff]+1 Block[/color] per stack of [color=#ffaf30]Repulsion[/color] on self

Increase all [color=#8030af]Astral[/color] / [color=#ffaf30]Psychic[/color] damage by the stacks of [color=#ffaf30]Repulsion[/color] on yourself [color=#707070]* skill level[/color]","[color=#ffff50]스킬 레벨[/color]당:  

     자신이 적용하는 모든 [color=#ffaf30]반발[/color]에 [color=#ffff50]+1 중첩[/color]

[color=#ffff50]게임 턴[/color] 시, [color=#ff5050]만약[/color] 적이 살아 있다면:

     자신에게 [color=#ffaf30]반발[/color] 적용

[color=#a0a0a0]반발 적용량 = 자신의 반발 5% * 스킬 레벨[/color]

자신의 [color=#ffaf30]반발[/color] 중첩당 [color=#5050ff]+1 막기[/color] 획득

자신의 [color=#ffaf30]반발[/color] 중첩 [color=#707070]* 스킬 레벨[/color]만큼 모든 [color=#8030af]성계[/color] / [color=#ffaf30]염력[/color] 피해 증가"
Table_Traits|MasterRepulsion|Element|,Table_Traits,MasterRepulsion,Element,,Psychic,염력
Table_Traits|AmplifyPain|Name|,Table_Traits,AmplifyPain,Name,,[color=#ffaf30]Amplify Pain[/color],[color=#ffaf30]고통 증폭[/color]
Table_Traits|AmplifyPain|Description|,Table_Traits,AmplifyPain,Description,,"On [color=#ffff50]you or an ally being dealt damage by an enemy[/color]:
    
     you deal 5 [color=#ffaf30]Psychic[/color] damage to yourself
     repeat with [color=#ff1010]Blood[/color] damage

[color=#a0a0a0]Self-damage is unaffected by resistance / increase[/color]

On [color=#ffff50]self-damage[/color]:

     deal [color=#ffaf30]Psychic[/color] damage to all enemies in a 2 tile range
     apply [color=#ffaf30]Repulsion[/color] to yourself

[color=#a0a0a0]Damage = 20 * skill level

Repulsion applied = skill level[/color]","[color=#ffff50]자신 또는 아군이 적에게 피해를 받을[/color] 시:
    
     자신에게 5 [color=#ffaf30]염력[/color] 피해 적용
     [color=#ff1010]출혈[/color] 피해로 반복

[color=#a0a0a0]자해 피해는 저항 / 증가의 영향을 받지 않음[/color]

[color=#ffff50]자해 피해[/color] 시:

     2칸 범위 내 모든 적에게 [color=#ffaf30]염력[/color] 피해 적용
     자신에게 [color=#ffaf30]반발[/color] 적용

[color=#a0a0a0]피해 = 20 * 스킬 레벨

반발 적용량 = 스킬 레벨[/color]"
Table_Traits|AmplifyPain|Element|,Table_Traits,AmplifyPain,Element,,Psychic,염력
Table_Traits|PsychicRetort|Name|,Table_Traits,PsychicRetort,Name,,[color=#ffaf30]Psychic Retort[/color],[color=#ffaf30]염력 반격[/color]
Table_Traits|PsychicRetort|Description|,Table_Traits,PsychicRetort,Description,,"On [color=#ffff50]being hit[/color]:
    
     perform 2 [color=#ff8030]Hits[/color] against the attacker

[color=#a0a0a0]Hit damage = stacks of Repulsion on self

This hit bypasses all defense and uses your Main-hand damage type[/color]

On [color=#ffff50]being attacked[/color]:

      apply [color=#ffaf30]Repulsion[/color] to yourself

[color=#a0a0a0]Repulsion applied = 5 * skill level[/color]","[color=#ffff50]명중당할[/color] 시:
    
     공격자에게 2회 [color=#ff8030]명중[/color] 수행

[color=#a0a0a0]명중 피해 = 자신의 반발 중첩

이 명중은 모든 방어를 무시하며 주무기 피해 유형을 사용[/color]

[color=#ffff50]공격받을[/color] 시:

      자신에게 [color=#ffaf30]반발[/color] 적용

[color=#a0a0a0]반발 적용량 = 5 * 스킬 레벨[/color]"
Table_Traits|PsychicRetort|Element|,Table_Traits,PsychicRetort,Element,,Psychic,염력
Table_Traits|Psychomorphism|Name|,Table_Traits,Psychomorphism,Name,,[color=#ffaf30]Projective Link[/color],[color=#ffaf30]투영 연결[/color]
Table_Traits|Psychomorphism|Description|,Table_Traits,Psychomorphism,Description,,"On [color=#ffff50]an ally hitting an enemy[/color]:

     you perform a number of 15 damage [color=#ff8030]Hits[/color] against the target

[color=#a0a0a0]Number of hits = skill level

This hit bypasses all defense and uses your Main-hand damage type[/color]

On [color=#ffff50]an ally being hit by an enemy[/color]: 

     that enemy performs a 15 damage [color=#ff8030]Hit[/color] against you","[color=#ffff50]아군이 적을 명중[/color] 시:

     대상에게 일정 횟수의 15 피해 [color=#ff8030]명중[/color] 수행

[color=#a0a0a0]명중 횟수 = 스킬 레벨

이 명중은 모든 방어를 무시하며 주무기 피해 유형을 사용[/color]

[color=#ffff50]아군이 적에게 명중당할[/color] 시: 

     해당 적이 자신에게 15 피해 [color=#ff8030]명중[/color] 수행"
Table_Traits|Psychomorphism|Element|,Table_Traits,Psychomorphism,Element,,Psychic,염력
Table_Traits|MassMind|Name|,Table_Traits,MassMind,Name,,[color=#ffaf30]Mass Mind[/color],[color=#ffaf30]대정신력[/color]
Table_Traits|MassMind|Description|,Table_Traits,MassMind,Description,,"On [color=#ffff50]game turn[/color] / [color=#78bca4]divine intervention[/color], [color=#ff5050]if[/color] enemies live:
    
     deal [color=#ffaf30]Psychic[/color] damage to all enemies in a 1+ tile range
     summon a number of [color=#ffaf30]Glinting Blades[/color]

[color=#a0a0a0]Damage = (Number of allies +1) * 5 * skill level

Range / Summoned amount = skill level

Glinting Blades are flying swords conjured from the mind-warren

Total summons limited by your Willpower[/color]

[color=#a0a0a0]Divine intervention occurs when your deity saves you from death; must have at least one fully-charged prayer[/color]","[color=#ffff50]게임 턴[/color] / [color=#78bca4]신성 개입[/color] 시, [color=#ff5050]만약[/color] 적이 살아 있다면:
    
     1+칸 범위 내 모든 적에게 [color=#ffaf30]염력[/color] 피해 적용
     일정 수의 [color=#ffaf30]번뜩이는 칼날[/color] 소환

[color=#a0a0a0]피해 = (아군 수 +1) * 5 * 스킬 레벨

범위 / 소환 수 = 스킬 레벨

번뜩이는 칼날은 정신의 미궁에서 불러낸 비행 검

총 소환 수는 의지에 의해 제한됨[/color]

[color=#a0a0a0]신성 개입은 신이 죽음에서 구해줄 때 발생; 완전히 충전된 기도가 최소 하나 필요[/color]"
Table_Traits|MassMind|Element|,Table_Traits,MassMind,Element,,Psychic,염력
Table_Traits|MirrorImage|Name|,Table_Traits,MirrorImage,Name,,[color=#ffaf30]Mirror Image[/color],[color=#ffaf30]거울 환영[/color]
Table_Traits|MirrorImage|Description|,Table_Traits,MirrorImage,Description,,"Per [color=#ffff50]skill level[/color]: 

     [color=#50ffff]+100 Dodge[/color]
     [color=#50ff50]-1[/color] [color=#ff0000]Inflexibility[/color]

On [color=#ffff50]dodge[/color]:

     summon a number of [color=#ffaf30]Psychomorphs[/color]

[color=#a0a0a0]Summoned amount = skill level

Psychomorphs are ethereal projections of your weapon

Total summons limited by your Willpower[/color]","[color=#ffff50]스킬 레벨[/color]당: 

     [color=#50ffff]+100 회피[/color]
     [color=#50ff50]-1[/color] [color=#ff0000]경직[/color]

[color=#ffff50]회피[/color] 시:

     일정 수의 [color=#ffaf30]사이코모프[/color] 소환

[color=#a0a0a0]소환 수 = 스킬 레벨

사이코모프는 무기의 영체 투영

총 소환 수는 의지에 의해 제한됨[/color]"
Table_Traits|MirrorImage|Element|,Table_Traits,MirrorImage,Element,,Psychic,염력
Table_Traits|PoisonPalm|Name|,Table_Traits,PoisonPalm,Name,,[color=#70ff00]Toxokinesis[/color],[color=#70ff00]독동역학[/color]
Table_Traits|PoisonPalm|Description|,Table_Traits,PoisonPalm,Description,,"On [color=#ff8030]attack[/color]: 

     deal [color=#70ff00]Poison[/color] damage to the target

On [color=#ff8030]hit[/color]: 

     apply 5 [color=#70ff00]Sickness[/color] to the target

On [color=#ffff50]apply[/color] [color=#70ff00]Sickness[/color]: 

     deal [color=#70ff00]Poison[/color] damage to the target and to 3 adjacent enemies

[color=#a0a0a0]Damage = 30 * skill level[/color]","[color=#ff8030]공격[/color] 시: 

     대상에게 [color=#70ff00]독[/color] 피해 적용

[color=#ff8030]명중[/color] 시: 

     대상에게 5 [color=#70ff00]질병[/color] 적용

[color=#70ff00]질병[/color] [color=#ffff50]적용[/color] 시: 

     대상과 인접한 적 3명에게 [color=#70ff00]독[/color] 피해 적용

[color=#a0a0a0]피해 = 30 * 스킬 레벨[/color]"
Table_Traits|PoisonPalm|Element|,Table_Traits,PoisonPalm,Element,,Poison,독
Table_Traits|PoisonSkin|Name|,Table_Traits,PoisonSkin,Name,,[color=#70ff00]Poison Skin[/color],[color=#70ff00]독 피부[/color]
Table_Traits|PoisonSkin|Description|,Table_Traits,PoisonSkin,Description,,"On [color=#ffff50]being attacked[/color]:

     apply [color=#70ff00]Sickness[/color] to the attacking unit

[color=#a0a0a0]Sickness applied = 2 * skill level[/color]

On [color=#ffff50]dealing[/color] [color=#70ff00]Poison[/color] damage:

     [color=#50ff50]heal[/color] yourself

[color=#a0a0a0]Heal = 2 * skill level[/color]","[color=#ffff50]공격받을[/color] 시:

     공격 유닛에게 [color=#70ff00]질병[/color] 적용

[color=#a0a0a0]질병 적용량 = 2 * 스킬 레벨[/color]

[color=#70ff00]독[/color] 피해 [color=#ffff50]적용[/color] 시:

     자신을 [color=#50ff50]회복[/color]

[color=#a0a0a0]회복량 = 2 * 스킬 레벨[/color]"
Table_Traits|PoisonSkin|Element|,Table_Traits,PoisonSkin,Element,,Poison,독
Table_Traits|Morbumancy|Name|,Table_Traits,Morbumancy,Name,,[color=#70ff00]Morbumancy[/color],[color=#70ff00]병독술[/color]
Table_Traits|Morbumancy|Description|,Table_Traits,Morbumancy,Description,,"On [color=#78bca4]prayer[/color] / [color=#ffff50]stand still[/color], per [color=#ffff50]skill level[/color]: 

     apply 10 [color=#70ff00]Sickness[/color] to 1 enemy in a 3 tile range

Increase all [color=#70ff00]Poison[/color] / [color=#a0a000]Death[/color] damage by the stacks of [color=#70ff00]Sickness[/color] on the target [color=#707070]* skill level[/color]","[color=#78bca4]기도[/color] / [color=#ffff50]정지[/color] 시, [color=#ffff50]스킬 레벨[/color]당: 

     3칸 범위 내 적 1명에게 10 [color=#70ff00]질병[/color] 적용

대상의 [color=#70ff00]질병[/color] 중첩 [color=#707070]* 스킬 레벨[/color]만큼 모든 [color=#70ff00]독[/color] / [color=#a0a000]사망[/color] 피해 증가"
Table_Traits|Morbumancy|Element|,Table_Traits,Morbumancy,Element,,Poison,독
Table_Traits|Plaguedrinking|Name|,Table_Traits,Plaguedrinking,Name,,[color=#80af00]Plague Chant[/color],[color=#80af00]역병의 노래[/color]
Table_Traits|Plaguedrinking|Description|,Table_Traits,Plaguedrinking,Description,,"On [color=#ffff50]game turn[/color] / [color=#78bca4]prayer[/color], [color=#ff5050]if[/color] enemies live:
     
     deal 25 [color=#70ff00]Poison[/color] damage to yourself
     apply [color=#80af00]Plague[/color] to all enemies

[color=#a0a0a0]Self-damage is unaffected by all resistance / increase[/color]

On [color=#ffff50]an ally attacking an enemy[/color]: 

     apply [color=#80af00]Plague[/color] to the target

[color=#a0a0a0]Plague applied = 2 * skill level[/color]","[color=#ffff50]게임 턴[/color] / [color=#78bca4]기도[/color] 시, [color=#ff5050]만약[/color] 적이 살아 있다면:
     
     자신에게 25 [color=#70ff00]독[/color] 피해 적용
     모든 적에게 [color=#80af00]역병[/color] 적용

[color=#a0a0a0]자해 피해는 모든 저항 / 증가의 영향을 받지 않음[/color]

[color=#ffff50]아군이 적을 공격할[/color] 시: 

     대상에게 [color=#80af00]역병[/color] 적용

[color=#a0a0a0]역병 적용량 = 2 * 스킬 레벨[/color]"
Table_Traits|Plaguedrinking|Element|,Table_Traits,Plaguedrinking,Element,,Poison,독
Table_Traits|Slime|Name|,Table_Traits,Slime,Name,,[color=#ffb000]Acidify[/color],[color=#ffb000]산성화[/color]
Table_Traits|Slime|Description|,Table_Traits,Slime,Description,,"On [color=#ff8030]attack[/color] / [color=#ffff50]summon[/color]: 

     apply [color=#ffb000]Corrosion[/color] to 3 enemies in a 3 tile range

[color=#a0a0a0]Corrosion applied = 5 * skill level[/color]

On [color=#78bca4]divine intervention[/color]:

     deal [color=#70ff00]Poison[/color] damage to all enemies with [color=#ffb000]Corrosion[/color]

[color=#a0a0a0]Damage = 10 * skill level * target Corrosion stacks[/color]

Increase all [color=#70ff00]Poison[/color] / [color=#ff7000]Fire[/color] damage by the stacks of [color=#ffb000]Corrosion[/color] on the target","[color=#ff8030]공격[/color] / [color=#ffff50]소환[/color] 시:

     3칸 범위 내 적 3체에게 [color=#ffb000]부식[/color] 적용

[color=#a0a0a0]부식 적용량 = 5 * 스킬 레벨[/color]

[color=#78bca4]신의 개입[/color] 시:

     [color=#ffb000]부식[/color]이 있는 모든 적에게 [color=#70ff00]독[/color] 피해 적용

[color=#a0a0a0]피해 = 10 * 스킬 레벨 * 대상의 부식 중첩[/color]

대상의 [color=#ffb000]부식[/color] 중첩만큼 모든 [color=#70ff00]독[/color] / [color=#ff7000]화염[/color] 피해 증가"
Table_Traits|Slime|Element|,Table_Traits,Slime,Element,,Poison,독
Table_Traits|BurningOoze|Name|,Table_Traits,BurningOoze,Name,,[color=#70ff00]Burning Ooze[/color],[color=#70ff00]불타는 점액[/color]
Table_Traits|BurningOoze|Description|,Table_Traits,BurningOoze,Description,,"On [color=#ffff50]an ally attacking an enemy[/color]: 

     you deal [color=#ff7000]Fire[/color] and [color=#70ff00]Poison[/color] damage to the target

[color=#a0a0a0]Damage = 10 * skill level[/color]

On [color=#ffff50]entrance[/color] / [color=#ffff50]learn[/color]: 

     summon a number of [color=#70ff00]Oozes[/color]

[color=#a0a0a0]Summoned amount = skill level

Oozes are writhing elemental masses that smother enemies with sickness and corrosion

Total summons limited by your Willpower[/color]","[color=#ffff50]아군이 적을 공격[/color] 시:

     대상에게 [color=#ff7000]화염[/color] 및 [color=#70ff00]독[/color] 피해 적용

[color=#a0a0a0]피해 = 10 * 스킬 레벨[/color]

[color=#ffff50]진입[/color] / [color=#ffff50]습득[/color] 시:

     다수의 [color=#70ff00]우즈[/color] 소환

[color=#a0a0a0]소환 수 = 스킬 레벨

우즈는 질병과 부식으로 적을 질식시키는 꿈틀거리는 원소 덩어리

총 소환 수는 의지에 의해 제한됨[/color]"
Table_Traits|BurningOoze|Element|,Table_Traits,BurningOoze,Element,,Poison,독
Table_Traits|Oozemancy|Name|,Table_Traits,Oozemancy,Name,,[color=#70ff00]Oozemancy[/color],[color=#70ff00]점액술[/color]
Table_Traits|Oozemancy|Description|,Table_Traits,Oozemancy,Description,,"On [color=#ffff50]summon[/color], [color=#ff5050]if[/color] at least 1 [color=#70ff00]Ooze[/color] is alive:

     deal [color=#70ff00]Poison[/color] damage to 3 enemies in a 2 tile range

[color=#a0a0a0]Damage = 20 * number of allied Oozes[/color]
