english,korean,occurrence_count,examples
"On [color=#ffff50]stand still[/color]:

    deal [color=#ff7000]Fire[/color] damage to 5 enemies at any range

On [color=#ffff50]kill[/color]:

     deal [color=#ff7000]Fire[/color] damage to 1 enemy in a 2 tile range

[color=#a0a0a0]Damage = 5 * your Willpower[/color]",,1,Table_TraitsGeneric:stafffire:Description
"On [color=#ffff50]stand still[/color]: 

     [color=#a030b0]teleport[/color] to the closest enemy and perform an [color=#ff8030]extra attack[/color] against the target
     apply 5 [color=#a030b0]Stasis[/color] to yourself

[color=#a0a0a0]Extra attacks use your Main-hand weapon and do not count as an ""initial attack""[/color]",,1,Table_TraitsGeneric:AstralAssassin:Description
"On [color=#ffff50]stand still[/color]: 

     apply 4 [color=#8020a0]Meditate[/color] to yourself",,1,Table_TraitsGeneric:Ascetic:Description_Unit
"On [color=#ffff50]stand still[/color]: 

     apply 5 [color=#70ff00]Sickness[/color] to 1 enemy at any range
     deal [color=#70ff00]Poison[/color] damage to all enemies with [color=#70ff00]Sickness[/color]

[color=#a0a0a0]Damage = 10 * target Sickness stacks[/color]",,1,Table_TraitsGeneric:Hat_Poison:Description
"On [color=#ffff50]stand still[/color]: 

     apply 5 [color=#ffaf30]Repulsion[/color] to yourself
     perform a [color=#ff8030]Hit[/color] against 1 enemy at any range

[color=#a0a0a0]Hit damage = stacks of Repulsion on self

This hit bypasses all defense and uses your Main-hand damage type[/color]",,1,Table_TraitsGeneric:Hat_Psychic:Description
"On [color=#ffff50]stand still[/color]: 

     apply 6 [color=#00af00]Treeform[/color] to yourself

[color=#a0a0a0]When applied, this effect replaces and inherits the stacks of any current transformation[/color]

On [color=#ffff50]game turn[/color], per stack of [color=#00af00]Treeform[/color] on self [color=#707070]up to 30[/color]:

    summon a [color=#9060ff]Wisp[/color]

[color=#a0a0a0]Wisps are levitating orbs of cosmic energy, prone to constant teleportation[/color]",,1,Table_TraitsGeneric:Arborus:Description
"On [color=#ffff50]stand still[/color]: 

     deal [color=#70ff00]Poison[/color] damage to three random enemies

[color=#a0a0a0]Damage = 5% of your max Life[/color]",,1,Table_TraitsGeneric:Hat_Poison:Description_Unit
"On [color=#ffff50]stand still[/color]: 

     deal [color=#8030af]Astral[/color] damage in a path to a random enemy

[color=#a0a0a0]Damage = 25% of your main-hand Hit[/color]",,1,Table_TraitsGeneric:Hat_Astral:Description_Unit
"On [color=#ffff50]stand still[/color]: 

     deal [color=#a0a000]Death[/color] damage to the closest enemy

[color=#a0a0a0]Damage = 25 + (25 * # of allies)[/color]",,2,Table_TraitsGeneric:Hat_Curse:Description_Unit | Table_TraitsGeneric:IllManica:Description_Unit
"On [color=#ffff50]stand still[/color]: 

     deal [color=#a0a000]Death[/color] damage to the closest enemy

[color=#a0a0a0]Damage = 25 + (25 * # of allies)[/color]

On [color=#ffff50]an ally attacking an enemy[/color]: 

     you apply 2 [color=#a0a000]Doom[/color] to the target",,1,Table_TraitsGeneric:Hat_Curse:Description
"On [color=#ffff50]stand still[/color]: 

     deal [color=#ffaf30]Psychic[/color] damage to all enemies in a 2 tile range

[color=#a0a0a0]Damage = total stacks of Effects on you[/color]",,1,Table_TraitsGeneric:Hat_Psychic:Description_Unit
"On [color=#ffff50]stand still[/color]: 

     perform a number of [color=#ff8030]extra attacks[/color] against an adjacent enemy
     apply [color=#dfaf50]Poise[/color] to yourself

[color=#a0a0a0]Extra attacks = skill level

Poise applied = 10 * skill level[/color]

[color=#a0a0a0]Extra attacks use your Main-hand weapon and do not count as an ""initial attack""[/color]",,1,Table_Traits:StandGround:Description
"On [color=#ffff50]step[/color] / [color=#ff8030]attack[/color]:

     deal 20 [color=#0060ff]Lightning[/color] damage to all adjacent units",,2,Table_TraitsGeneric:TrampleZap:Description | Table_TraitsGeneric:TrampleZap:Description_Unit
"On [color=#ffff50]step[/color] / [color=#ff8030]attack[/color]:

     deal 20 [color=#5080ff]Ice[/color] damage to all adjacent units",,2,Table_TraitsGeneric:TrampleIce:Description | Table_TraitsGeneric:TrampleIce:Description_Unit
"On [color=#ffff50]step[/color] / [color=#ff8030]attack[/color]:

     deal 20 [color=#ff7000]Fire[/color] damage to all adjacent units",,2,Table_TraitsGeneric:TrampleFire:Description | Table_TraitsGeneric:TrampleFire:Description_Unit
"On [color=#ffff50]step[/color] / [color=#ff8030]attack[/color]:

     deal 25 [color=#af8f50]Blunt[/color] damage to adjacent units",,1,Table_TraitsGeneric:Trample:Description_Unit
"On [color=#ffff50]step[/color] / [color=#ff8030]attack[/color]:

     deal [color=#af8f50]Blunt[/color] damage to adjacent units

[color=#a0a0a0]Damage = 10 * Total Encumbrance[/color]",,1,Table_TraitsGeneric:Trample:Description
"On [color=#ffff50]step[/color] / [color=#ff8030]hit[/color]:

     deal [color=#0060ff]Lightning[/color] damage to 1 enemy in a 4 tile range

[color=#a0a0a0]Damage = your Dexterity * Willpower[/color]",,1,Table_TraitsGeneric:Nartaka:Description
"On [color=#ffff50]step[/color] / [color=#ffff50]block[/color] / [color=#ffff50]dodge[/color]:

     perform an [color=#ff8030]extra attack[/color] against an adjacent enemy",,1,Table_TraitsGeneric:Mubarizun:Description_Unit
"On [color=#ffff50]step[/color] / [color=#ffff50]block[/color] / [color=#ffff50]dodge[/color]:

     perform an [color=#ff8030]extra attack[/color] against an adjacent enemy

[color=#a0a0a0]Extra attacks use your Main-hand weapon and do not count as an ""initial attack""[/color]

On [color=#ff8030]attack[/color], [color=#ff5050]if[/color] [color=#50ffff]single-handing[/color]:

      perform a 10 damage [color=#ff8030]Hit[/color] against an adjacent enemy

[color=#a0a0a0]This hit bypasses all defense and uses your Main-hand damage type[/color]",,1,Table_TraitsGeneric:Mubarizun:Description
"On [color=#ffff50]step[/color] / [color=#ffff50]dodge[/color]: 

     apply 3 [color=#7f206f]Evasion[/color] to yourself",,1,Table_TraitsGeneric:Kull:Description
"On [color=#ffff50]step[/color], [color=#ff8080]if[/color] enemies live:

     perform all ""[color=#ffff50]stand still[/color]"" actions",,1,Table_TraitsGeneric:KairosVeil:Description
"On [color=#ffff50]step[/color], per [color=#ffff50]enemy[/color]:

     perform a 10 damage [color=#ff8030]Hit[/color] against 1 adjacent enemy

[color=#a0a0a0]This hit bypasses all defense and uses your Main-hand damage type[/color]",,2,Table_TraitsGeneric:Swipe:Description | Table_TraitsGeneric:Swipe:Description_Unit
"On [color=#ffff50]step[/color]:

      [color=#ff5050]remove[/color] [color=#ff7000]Scorch[/color] / [color=#ffd000]Corrosion[/color] / [color=#a0a000]Doom[/color] from yourself",,1,Table_TraitsGeneric:PurifyingStep:Description
"On [color=#ffff50]step[/color]:

      [color=#ffff50]remove[/color] [color=#ff7000]Scorch[/color] / [color=#ffd000]Corrosion[/color] / [color=#a0a000]Doom[/color] from yourself",,1,Table_TraitsGeneric:PurifyingStep:Description_Unit
"On [color=#ffff50]step[/color]:

     [color=#a030b0]teleport[/color] to a random tile
     apply 5 [color=#a030b0]Stasis[/color] to yourself

On [color=#a030b0]teleport[/color]:

     deal [color=#a030b0]Astral[/color] damage to all enemies in a 3 tile range

[color=#a0a0a0]Damage = your Dexterity * Willpower[/color]

[color=#a030b0]Stasis[/color] no longer prevents you from teleporting",,1,Table_TraitsGeneric:Starjumper:Description
"On [color=#ffff50]step[/color]:

     apply 25 [color=#ff1010]Bleed[/color] to 1 enemy in a 2 tile range",,2,Table_TraitsGeneric:BloodDance:Description | Table_TraitsGeneric:BloodDance:Description_Unit
"On [color=#ffff50]step[/color]:

     apply 3 [color=#a030b0]Stasis[/color] to yourself

Gain [color=#ff8030]+30 Hit[/color] per stack of [color=#a030b0]Stasis[/color] on self

[color=#a030b0]Stasis[/color] no longer loses -1 stack on [color=#ffff50]being attacked[/color]",,1,Table_TraitsGeneric:NullChausses:Description
"On [color=#ffff50]step[/color]:

     apply 5 [color=#5080ff]Freeze[/color] to one enemy in a 3 tile range",,1,Table_TraitsGeneric:GloveIce:Description_Unit
"On [color=#ffff50]step[/color]:

     apply 5 [color=#ff7000]Scorch[/color] to 3 adjacent enemies",,1,Table_TraitsGeneric:GloveFire:Description_Unit
"On [color=#ffff50]step[/color]:

     apply [color=#ff7000]Inflame[/color] to yourself

[color=#a0a0a0]Inflame applied = your Strength[/color]",,1,Table_TraitsGeneric:GoldenGreaves:Description
"On [color=#ffff50]step[/color]:

     apply [color=#ffaf50]Mark[/color] to all visible enemies

[color=#a0a0a0]Mark applied = your attack range[/color]",,1,Table_TraitsGeneric:Peltast:Description
"On [color=#ffff50]step[/color]:

     deal 25 [color=#0060ff]Lightning[/color] damage to 2 enemies at any range
     repeat with [color=#8030af]Astral[/color] damage

On [color=#ffff50]dealing[/color] [color=#0060ff]Lightning[/color] or [color=#8030af]Astral[/color] damage:

     apply 1 [color=#0060ff]Charge[/color] to yourself",,1,Table_TraitsGeneric:Alizeh:Description
"On [color=#ffff50]step[/color]:

     deal 300 [color=#0060ff]Lightning[/color] damage to 1 enemy in a 3 tile range

On [color=#ffff50]dealing[/color] [color=#0060ff]Lightning[/color] damage:

     apply 1 [color=#7f206f]Evasion[/color] to yourself",,1,Table_TraitsGeneric:Gothi:Description
"On [color=#ffff50]step[/color]:

     deal 300 [color=#0060ff]Lightning[/color] damage to one enemy in a 3 tile range

On [color=#ffff50]dealing[/color] [color=#0060ff]Lightning[/color] damage:

     apply 1 [color=#7f206f]Evasion[/color] to yourself",,2,Table_TraitsGeneric:Gothi:Description_Unit | Table_TraitsGeneric:Stormbringer:Description_Unit
"On [color=#ffff50]step[/color]:

     deal [color=#0060ff]Lightning[/color] damage in a path to 1 enemy in a 2 tile range

[color=#a0a0a0]Damage = 10 * your Speed[/color]",,1,Table_TraitsGeneric:GloveLightning:Description
"On [color=#ffff50]step[/color]:

     deal [color=#0060ff]Lightning[/color] damage in a path to 1 enemy in a 2 tile range

[color=#a0a0a0]Damage = your Speed * 10[/color]",,1,Table_TraitsGeneric:GloveLightning:Description_Unit
"On [color=#ffff50]step[/color]:

     deal [color=#0060ff]Lightning[/color] damage in a path to all enemies with [color=#70ff00]Sickness[/color]
     perform a [color=#ff8030]Hit[/color] against all enemies with [color=#70ff00]Sickness[/color]

[color=#a0a0a0]Lightning damage, Hit damage = 20% of your Main-hand Hit

This hit bypasses all defense and uses your Main-hand damage type[/color]",,1,Table_TraitsGeneric:Shazuza:Description
"On [color=#ffff50]step[/color]: 

     apply 2 [color=#7f206f]Evasion[/color] to yourself",,2,Table_TraitsGeneric:Kull:Description_Unit | Table_TraitsGeneric:Arjana:Description_Unit
"On [color=#ffff50]step[/color]: 
     
     perform 2 [color=#ff8030]extra attacks[/color] against an adjacent enemy

[color=#a0a0a0]Extra attacks use your Main-hand weapon and do not count as an ""initial attack""[/color]

On [color=#ff8030]adjacent attack[/color]: 

     deal [color=#ff1010]Blood[/color] damage in a straight line starting from your position

[color=#a0a0a0]Damage = 50 * points spent on Blood powers[/color]",,1,Table_TraitsGeneric:Suwag:Description
"On [color=#ffff50]summon[/color], [color=#ff5050]if[/color] at least 1 [color=#70ff00]Ooze[/color] is alive:

     deal [color=#70ff00]Poison[/color] damage to 3 enemies in a 2 tile range

[color=#a0a0a0]Damage = 20 * number of allied Oozes[/color]

On [color=#78bca4]prayer[/color]: 

     summon a number of [color=#70ff00]Oozes[/color]

[color=#a0a0a0]Summoned amount = skill level

Oozes are writhing elemental masses that smother enemies with sickness and corrosion

Total summons limited by your Willpower[/color]",,1,Table_Traits:Oozemancy:Description
"On [color=#ffff50]summon[/color]:

     apply 1 [color=#ff70b0]Agony[/color] to yourself

On [color=#ffff50]ally attack[/color]:

     the ally deals [color=#8030af]Astral[/color] damage to itself equal to 100% of its max Life
     you repeat the damage against the attacked unit",,1,Table_TraitsGeneric:StaffStasis:Description
"On [color=#ffff50]summon[/color]:

     apply [color=#0060ff]Charge[/color] to yourself

[color=#a0a0a0]Charge applied = skill level[/color]

On [color=#ffff50]entrance[/color] / [color=#ffff50]learn[/color]: 

     summon a number of [color=#0060ff]Fulminant Priests[/color]

[color=#a0a0a0]Summoned amount = 3 * skill level

Fulminant Priests are loyal acolytes of your personal cult that attack with ranged Lightning

Total summons limited by your Willpower[/color]",,1,Table_Traits:FulminantCult:Description
"On [color=#ffff50]summon[/color]:

     apply [color=#dfaf50]Poise[/color] to yourself

[color=#a0a0a0]Poise applied = 2 * skill level[/color]

On [color=#ffff50]entrance[/color]: 

     summon a number of [color=#af8f50]Thralls[/color]

[color=#a0a0a0]Amount summoned = 2 * skill level

Thralls are honor-bound axefighters

Total summons limited by your Willpower[/color]",,1,Table_Traits:WarChant:Description
"On [color=#ffff50]summon[/color]:

     deal 50 [color=#70ff00]Poison[/color] damage to the closest enemy",,1,Table_TraitsGeneric:StaffDruid:Description
"On [color=#ffff50]summon[/color]: 

     [color=#50ff50]heal[/color] yourself

[color=#a0a0a0]Heal = 10 * skill level[/color]

On [color=#ffff50]entrance[/color] / [color=#ffff50]learn[/color]: 

     summon a number of [color=#00a000]Grove Priests[/color]

[color=#a0a0a0]Summoned amount = 3 * skill level

Grove Priests are loyal acolytes of your personal cult that attack with ranged thorns and cast Mend

Total summons limited by your Willpower[/color]",,1,Table_Traits:GroveCult:Description
"On [color=#ffff50]summon[/color]: 

     apply [color=#60af20]Vineform[/color] to yourself

[color=#a0a0a0]Vineform applied = 2 * skill level

When applied, this effect replaces and inherits the stacks of any current transformation[/color]",,1,Table_Traits:Vineform:Description
"On [color=#ffff50]summon[/color]: 

     apply [color=#8030af]Meditate[/color] to yourself

[color=#a0a0a0]Meditate applied = skill level[/color]

On [color=#ffff50]entrance[/color] / [color=#ffff50]learn[/color]: 

     summon a number of [color=#8030af]Star Priests[/color]

[color=#a0a0a0]Summoned amount = 3 * skill level

Star Priests are loyal acolytes of your personal cult that attack with ranged Astral damage

Total summons limited by your Willpower[/color]",,1,Table_Traits:StarCult:Description
"On [color=#ffff50]summon[/color]: 

     deal 15 [color=#ff1010]Blood[/color] damage to yourself
     apply [color=#ff1010]Bleed[/color] to 1 enemy in a 4 tile range

[color=#a0a0a0]Bleed applied = 10 * skill level

Self-damage is unaffected by resistance / increase[/color]

On [color=#ffff50]entrance[/color] / [color=#ffff50]learn[/color]: 

     summon a number of [color=#ff1010]Gore Priests[/color]

[color=#a0a0a0]Amount summoned = 3 * skill level

Gore Priests are loyal acolytes of your personal cult that attack with ranged blood damage

Total summons limited by your Willpower[/color]",,1,Table_Traits:MinionFeast:Description
"On [color=#ffff50]summon[/color]: 

     deal [color=#ff8000]Fire[/color] damage in a path to 1 enemy in a 4 tile range

[color=#a0a0a0]Damage = 40 * skill level[/color]

On [color=#ffff50]entrance[/color] / [color=#ffff50]learn[/color]: 

     summon a number of [color=#ff8000]Flame Priests[/color]

[color=#a0a0a0]Summoned amount = 3 * skill level

Fire Priests are loyal acolytes of your personal cult that attack with ranged Fire

Total summons limited by your Willpower[/color]",,1,Table_Traits:FlameCult:Description
"On [color=#ffff50]you or an ally being dealt damage by an enemy[/color]:
    
     you deal 5 [color=#ffaf30]Psychic[/color] damage to yourself
     repeat with [color=#ff1010]Blood[/color] damage

[color=#a0a0a0]Self-damage is unaffected by resistance / increase[/color]

On [color=#ffff50]self-damage[/color]:

     deal [color=#ffaf30]Psychic[/color] damage to all enemies in a 2 tile range
     apply [color=#ffaf30]Repulsion[/color] to yourself

[color=#a0a0a0]Damage = 20 * skill level

Repulsion applied = skill level[/color]",,1,Table_Traits:AmplifyPain:Description
